id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,home_team,away_team,_home_score,_away_score,_date,match_margin,match_result,home_win,_match_key,home_win_rate_l3,home_win_rate_l5,home_score_for_avg_l3,home_score_for_avg_l5,home_score_against_avg_l3,home_score_against_avg_l5,home_win_streak,home_days_rest,away_win_rate_l3,away_win_rate_l5,away_score_for_avg_l3,away_score_for_avg_l5,away_score_against_avg_l3,away_score_against_avg_l5,away_win_streak,away_days_rest,h2h_home_win_rate,h2h_away_win_rate,h2h_draw_rate,h2h_meetings,form_diff_l3,score_form_diff_l3,form_diff_l5,score_form_diff_l5,feature_version
15300,West Coast Eagles,GF,1994-10-01,1994,H,Geelong Cats,4.3 8.12 12.18 20.23,143,4.4 5.7 7.12 8.15,63,W,80,Melbourne Cricket Ground,93860.0,20,23,8,15,West Coast Eagles,Geelong Cats,143,63,1994-10-01,80,HOME_WIN,1,12521,1.0,0.8,105.33333333333333,90.2,59.333333333333336,73.6,3,7.0,1.0,1.0,106.66666666666667,120.4,92.0,94.0,5,7.0,0.7857142857142857,0.21428571428571427,0.0,14,0.0,-1.3333333333333428,-0.19999999999999996,-30.200000000000003,week3_day1_v1
13389,North Melbourne Kangaroos,1,1995-03-31,1995,H,Adelaide Crows,1.4 4.6 6.10 11.13,79,2.3 4.10 7.14 10.16,76,W,3,Melbourne Cricket Ground,24882.0,11,13,10,16,North Melbourne Kangaroos,Adelaide Crows,79,76,1995-03-31,3,HOME_WIN,1,11005,0.6666666666666666,0.6,114.33333333333333,117.2,87.33333333333333,87.8,0,188.0,0.0,0.1,39.666666666666664,54.8,91.66666666666667,98.0,0,209.0,1.0,0.0,0.0,2,0.6666666666666666,74.66666666666666,0.5,62.400000000000006,week3_day1_v1
12173,Fitzroy Lions,1,1995-04-01,1995,H,Essendon Bombers,0.0 0.0 1.0 6.2,38,5.7 7.12 14.13 16.16,112,L,-74,Western Oval,17869.0,6,2,16,16,Fitzroy Lions,Essendon Bombers,38,112,1995-04-01,-74,AWAY_WIN,0,10070,0.3333333333333333,0.2,74.0,61.2,98.33333333333333,90.4,0,224.0,0.6666666666666666,0.4,91.33333333333333,87.6,87.0,106.0,1,210.0,0.4444444444444444,0.5555555555555556,0.0,18,-0.3333333333333333,-17.33333333333333,-0.2,-26.39999999999999,week3_day1_v1
12604,	Geelong Cats,1,1995-04-01,1995,H,Melbourne Demons,3.1 7.6 9.9 12.15,87,3.0 5.3 9.5 11.7,73,W,14,GMHBA Stadium,22707.0,12,15,11,7,	Geelong Cats,Melbourne Demons,87,73,1995-04-01,14,HOME_WIN,1,10400,0.6666666666666666,0.8,103.33333333333333,98.0,94.0,73.4,1,328.0,0.6666666666666666,0.6,106.33333333333333,111.4,92.66666666666667,102.0,0,189.0,1.0,0.0,0.0,1,0.0,-3.0,0.20000000000000007,-13.400000000000006,week3_day1_v1
14234,Richmond Tigers,1,1995-04-01,1995,H,Fremantle Dockers,3.6 6.13 10.15 12.18,90,4.4 5.7 7.9 12.13,85,W,5,Melbourne Cricket Ground,26219.0,12,18,12,13,Richmond Tigers,Fremantle Dockers,90,85,1995-04-01,5,HOME_WIN,1,11686,0.3333333333333333,0.6,104.33333333333333,100.2,119.0,96.0,0,210.0,,,,,,,0,,,,,0,,,,,week3_day1_v1
13009,Hawthorn Hawks,1,1995-04-01,1995,H,Brisbane Bears,4.0 10.2 14.4 20.7,127,3.0 4.3 7.4 11.4,70,W,57,Waverley Park,14653.0,20,7,11,4,Hawthorn Hawks,Brisbane Bears,127,70,1995-04-01,57,HOME_WIN,1,12968,0.6666666666666666,0.6,86.33333333333333,88.6,84.0,88.4,0,203.0,0.0,0.2,88.33333333333333,80.8,96.33333333333333,86.6,0,216.0,0.8888888888888888,0.1111111111111111,0.0,9,0.6666666666666666,-2.0,0.39999999999999997,7.799999999999997,week3_day1_v1
15301,West Coast Eagles,1,1995-04-02,1995,H,St Kilda Saints,6.2 6.10 12.13 18.13,121,5.1 7.4 8.6 11.9,75,W,46,WACA,28083.0,18,13,11,9,West Coast Eagles,St Kilda Saints,121,75,1995-04-02,46,HOME_WIN,1,12522,1.0,0.8,114.0,104.2,65.0,73.4,4,183.0,1.0,0.6,114.66666666666667,95.4,90.33333333333333,96.2,3,211.0,0.75,0.25,0.0,8,0.0,-0.6666666666666714,0.20000000000000007,8.799999999999997,week3_day1_v1
15690,W. Bulldogs,1,1995-04-02,1995,H,Sydney Swans,1.1 7.3 10.8 15.12,102,3.4 5.5 9.10 12.13,85,W,17,Western Oval,19189.0,15,12,12,13,W. Bulldogs,Sydney Swans,102,85,1995-04-02,17,HOME_WIN,1,12657,1.0,1.0,105.33333333333333,118.8,53.333333333333336,52.0,6,218.0,0.0,0.2,100.33333333333333,87.4,130.66666666666666,109.6,0,210.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,11,1.0,5.0,0.8,31.39999999999999,week3_day1_v1
11394,Collingwood Magpies,1,1995-04-02,1995,H,Carlton Blues,3.1 5.6 8.9 9.12,66,4.2 7.6 11.8 14.11,95,L,-29,Melbourne Cricket Ground,87119.0,9,12,14,11,Collingwood Magpies,Carlton Blues,66,95,1995-04-02,-29,AWAY_WIN,0,9451,0.0,0.4,76.66666666666667,94.2,99.33333333333333,101.6,0,203.0,0.3333333333333333,0.4,109.66666666666667,103.4,92.0,81.6,0,197.0,0.42105263157894735,0.5789473684210527,0.0,19,-0.3333333333333333,-33.0,0.0,-9.200000000000003,week3_day1_v1
12218,Fremantle Dockers,2,1995-04-07,1995,H,Essendon Bombers,3.8 6.12 7.16 11.16,82,3.4 8.8 10.12 12.19,91,L,-9,WACA,23688.0,11,16,12,19,Fremantle Dockers,Essendon Bombers,82,91,1995-04-07,-9,AWAY_WIN,0,10106,0.0,0.0,85.0,85.0,90.0,90.0,0,6.0,0.6666666666666666,0.6,83.33333333333333,98.4,71.66666666666667,86.6,2,6.0,,,,0,-0.6666666666666666,1.6666666666666714,-0.6,-13.400000000000006,week3_day1_v1
13793,Melbourne Demons,2,1995-04-08,1995,H,North Melbourne Kangaroos,6.5 8.10 10.14 12.15,87,3.3 6.3 9.5 16.10,106,L,-19,Melbourne Cricket Ground,25010.0,12,15,16,10,Melbourne Demons,North Melbourne Kangaroos,87,106,1995-04-08,-19,AWAY_WIN,0,11331,0.3333333333333333,0.6,89.66666666666667,111.8,89.66666666666667,97.2,0,7.0,0.6666666666666666,0.8,98.66666666666667,116.4,92.0,82.4,1,8.0,0.4444444444444444,0.5555555555555556,0.0,18,-0.3333333333333333,-9.0,-0.20000000000000007,-4.6000000000000085,week3_day1_v1
13010,Hawthorn Hawks,2,1995-04-08,1995,H,western bulldogs,4.5 6.6 8.10 10.11,71,3.3 7.7 9.8 14.11,95,L,-24,Waverley Park,18136.0,10,11,14,11,Hawthorn Hawks,western bulldogs,71,95,1995-04-08,-24,AWAY_WIN,0,15366,0.6666666666666666,0.6,94.66666666666667,94.0,77.0,91.6,1,7.0,0.0,0.0,75.66666666666667,82.4,125.0,136.0,0,202.0,1.0,0.0,0.0,2,0.6666666666666666,19.0,0.6,11.599999999999994,week3_day1_v1
11002,Carlton Blues,2,1995-04-08,1995,H,Fitzroy Lions,2.5 10.11 14.12 18.17,125,4.1 4.2 6.8 8.8,56,W,69,Princes Park,16586.0,18,17,8,8,Carlton Blues,Fitzroy Lions,125,56,1995-04-08,69,HOME_WIN,1,9142,0.3333333333333333,0.6,87.66666666666667,110.0,98.0,80.8,1,6.0,0.0,0.2,55.333333333333336,57.2,113.66666666666667,99.8,0,7.0,0.8125,0.1875,0.0,16,0.3333333333333333,32.333333333333336,0.39999999999999997,52.8,week3_day1_v1
14994,Sydney Swans,2,1995-04-09,1995,H,Geelong Cats,3.2 4.7 6.14 10.15,75,3.5 4.8 7.12 11.14,80,L,-5,Sydney Cricket Ground,12973.0,10,15,11,14,Sydney Swans,Geelong Cats,75,80,1995-04-09,-5,AWAY_WIN,0,12288,0.0,0.2,101.66666666666667,91.2,126.66666666666667,111.2,0,7.0,0.6666666666666666,0.8,92.33333333333333,110.8,106.0,102.8,0,190.0,0.29411764705882354,0.7058823529411765,0.0,17,-0.6666666666666666,9.333333333333343,-0.6000000000000001,-19.599999999999994,week3_day1_v1
10605,	Brisbane Bears,2,1995-04-09,1995,H,Adelaide Crows,7.4 10.8 15.14 18.18,126,4.0 7.7 11.9 14.15,99,W,27,The Gabba,9334.0,18,18,14,15,	Brisbane Bears,Adelaide Crows,126,99,1995-04-09,27,HOME_WIN,1,12821,0.6666666666666666,0.6,111.33333333333333,120.6,95.0,109.0,0,266.0,0.0,0.0,52.333333333333336,54.2,87.66666666666667,98.0,0,9.0,,,,0,0.6666666666666666,58.99999999999999,0.6,66.39999999999999,week3_day1_v1
14613,St Kilda Saints,2,1995-04-09,1995,H,Richmond Tigers,2.2 4.3 7.5 9.15,69,6.2 9.4 14.7 14.11,95,L,-26,Waverley Park,26037.0,9,15,14,11,St Kilda Saints,Richmond Tigers,69,95,1995-04-09,-26,AWAY_WIN,0,181,0.6666666666666666,0.6,101.66666666666667,98.2,103.66666666666667,101.8,0,7.0,0.6666666666666666,0.6,104.66666666666667,99.2,108.33333333333333,100.6,1,8.0,0.5263157894736842,0.47368421052631576,0.0,19,0.0,-3.0,0.0,-1.0,week3_day1_v1
11395,Collingwood Magpies,2,1995-04-09,1995,H,West Coast Eagles,4.2 8.7 10.8 11.10,76,2.4 4.8 6.12 11.14,80,L,-4,Melbourne Cricket Ground,33129.0,11,10,11,14,Collingwood Magpies,West Coast Eagles,76,80,1995-04-09,-4,AWAY_WIN,0,9452,0.0,0.2,69.33333333333333,80.6,101.0,99.4,0,7.0,1.0,1.0,127.0,116.0,63.333333333333336,63.2,5,7.0,0.4444444444444444,0.5555555555555556,0.0,9,-1.0,-57.66666666666667,-0.8,-35.400000000000006,week3_day1_v1
12175,Fitzroy Lions,3,1995-04-15,1995,H,Fremantle Dockers,0.1 5.6 6.8 11.12,78,6.5 10.7 14.12 18.13,121,L,-43,Western Oval,7561.0,11,12,18,13,Fitzroy Lions,Fremantle Dockers,78,121,1995-04-15,-43,AWAY_WIN,0,10072,0.0,0.2,54.333333333333336,63.2,122.0,106.4,0,7.0,0.0,0.0,83.5,83.5,90.5,90.5,0,8.0,,,,0,0.0,-29.166666666666664,0.2,-20.299999999999997,week3_day1_v1
12606,Geelong Cats,3,1995-04-15,1995,H,Collingwood Magpies,4.5 8.9 13.12 18.14,122,3.1 6.4 9.5 14.11,95,W,27,GMHBA Stadium,27057.0,18,14,14,11,Geelong Cats,Collingwood Magpies,122,95,1995-04-15,27,HOME_WIN,1,10405,0.6666666666666666,0.8,84.0,92.6,107.0,98.8,1,6.0,0.0,0.0,74.0,74.4,85.66666666666667,94.6,0,6.0,0.3888888888888889,0.6111111111111112,0.0,18,0.6666666666666666,10.0,0.8,18.19999999999999,week3_day1_v1
15303,West Coast Eagles,3,1995-04-15,1995,H,North Melbourne Kangaroos,3.3 6.6 12.12 12.19,91,2.1 3.5 3.8 5.13,43,W,48,WACA,31303.0,12,19,5,13,West Coast Eagles,North Melbourne Kangaroos,91,43,1995-04-15,48,HOME_WIN,1,12524,1.0,1.0,114.66666666666667,108.6,71.33333333333333,69.2,6,6.0,0.6666666666666666,0.8,96.0,105.6,90.66666666666667,85.0,2,7.0,0.5,0.5,0.0,12,0.33333333333333337,18.66666666666667,0.19999999999999996,3.0,week3_day1_v1
11003,Carlton Blues,3,1995-04-15,1995,H,Western Bulldogs,5.6 10.12 15.17 23.20,158,0.1 5.5 7.9 8.12,60,W,98,Melbourne Cricket Ground,41576.0,23,20,8,12,Carlton Blues,Western Bulldogs,158,60,1995-04-15,98,HOME_WIN,1,9143,0.6666666666666666,0.6,97.33333333333333,109.8,75.66666666666667,79.6,2,7.0,0.6666666666666666,0.4,87.0,87.4,92.33333333333333,95.2,0,223.0,0.625,0.375,0.0,8,0.0,10.333333333333329,0.19999999999999996,22.39999999999999,week3_day1_v1
10606,Brisbane Bears,3,1995-04-16,1995,H,Sydney Swans,5.8 7.10 11.13 15.14,104,3.1 7.5 10.8 14.15,99,W,5,The Gabba,8460.0,15,14,14,15,Brisbane Bears,Sydney Swans,104,99,1995-04-16,5,HOME_WIN,1,12834,0.0,0.0,83.0,83.8,109.0,103.0,0,15.0,0.0,0.0,93.66666666666667,92.2,116.33333333333333,114.8,0,7.0,0.6,0.4,0.0,10,0.0,-10.666666666666671,0.0,-8.400000000000006,week3_day1_v1
10314, Adelaide Crows ,3,1995-04-16,1995,H,St Kilda Saints,3.5 6.10 9.11 13.14,92,1.2 2.3 2.7 3.8,26,W,66,AAMI Stadium,38046.0,13,14,3,8, Adelaide Crows ,St Kilda Saints,92,26,1995-04-16,66,HOME_WIN,1,13060,0.6666666666666666,0.6,93.0,88.8,77.0,79.8,2,231.0,0.3333333333333333,0.6,94.66666666666667,97.6,106.0,97.4,0,7.0,0.6666666666666666,0.3333333333333333,0.0,3,0.3333333333333333,-1.6666666666666714,0.0,-8.799999999999997,week3_day1_v1
13011,Hawthorn Hawks,3,1995-04-16,1995,H,richmond tigers,3.0 4.0 5.1 5.4,34,1.5 1.11 3.11 4.16,40,L,-6,Waverley Park,24820.0,5,4,4,16,Hawthorn Hawks,richmond tigers,34,40,1995-04-16,-6,AWAY_WIN,0,15367,0.3333333333333333,0.6,96.33333333333333,91.4,93.0,83.4,0,8.0,0.3333333333333333,0.2,78.0,83.4,125.66666666666667,119.8,0,232.0,0.0,1.0,0.0,1,0.0,18.33333333333333,0.39999999999999997,8.0,week3_day1_v1
11789,Essendon Bombers,3,1995-04-17,1995,H,Melbourne Demons,3.5 5.7 10.8 14.14,98,4.2 9.6 11.9 12.10,82,W,16,Melbourne Cricket Ground,60057.0,14,14,12,10,Essendon Bombers,Melbourne Demons,98,82,1995-04-17,16,HOME_WIN,1,9768,1.0,0.8,94.33333333333333,95.4,60.666666666666664,76.2,3,10.0,0.0,0.4,70.66666666666667,95.8,103.33333333333333,94.2,0,9.0,0.7,0.3,0.0,20,1.0,23.666666666666657,0.4,-0.3999999999999915,week3_day1_v1
12220,Fremantle Dockers,4,1995-04-21,1995,H,Geelong Cats,1.6 3.14 8.19 12.22,94,1.3 4.7 5.10 10.15,75,W,19,WACA,26455.0,12,22,10,15,Fremantle Dockers,Geelong Cats,94,75,1995-04-21,19,HOME_WIN,1,8701,0.3333333333333333,0.3333333333333333,96.0,96.0,86.33333333333333,86.33333333333333,1,6.0,0.6666666666666666,0.8,88.33333333333333,95.8,104.33333333333333,97.6,2,6.0,,,,0,-0.3333333333333333,7.666666666666671,-0.46666666666666673,0.20000000000000284,week3_day1_v1
14615,St Kilda Saints,4,1995-04-22,1995,H,Hawthorn Hawks,0.3 3.4 4.8 10.10,70,3.2 7.6 12.8 16.10,106,L,-36,Waverley Park,24972.0,10,10,16,10,St Kilda Saints,Hawthorn Hawks,70,106,1995-04-22,-36,AWAY_WIN,0,11992,0.0,0.4,56.666666666666664,80.0,102.66666666666667,99.6,0,6.0,0.3333333333333333,0.4,77.33333333333333,77.8,68.33333333333333,73.2,0,6.0,0.07142857142857142,0.9285714285714286,0.0,14,-0.3333333333333333,-20.666666666666664,0.0,2.200000000000003,week3_day1_v1
14996,Sydney Swans,4,1995-04-22,1995,H,Fitzroy Lions,4.7 9.9 14.10 17.14,116,1.2 5.5 8.10 12.12,84,W,32,Sydney Cricket Ground,10762.0,17,14,12,12,Sydney Swans,Fitzroy Lions,116,84,1995-04-22,32,HOME_WIN,1,12289,0.0,0.0,86.33333333333333,95.8,95.33333333333333,112.8,0,6.0,0.0,0.0,57.333333333333336,60.0,119.33333333333333,117.4,0,7.0,0.4444444444444444,0.5555555555555556,0.0,18,0.0,28.999999999999993,0.0,35.8,week3_day1_v1
15693,W. Bulldogs,4,1995-04-23,1995,H,Melbourne Demons,4.2 9.4 13.5 16.7,103,1.4 3.7 10.7 12.8,80,W,23,Princes Park,16969.0,16,7,12,8,W. Bulldogs,Melbourne Demons,103,80,1995-04-23,23,HOME_WIN,1,12660,1.0,1.0,110.33333333333333,112.4,63.333333333333336,57.0,7,21.0,0.0,0.2,80.66666666666667,87.6,97.0,94.6,0,6.0,0.45454545454545453,0.5454545454545454,0.0,11,1.0,29.666666666666657,0.8,24.80000000000001,week3_day1_v1
10607,Brisbane Bears,4,1995-04-23,1995,H,Carlton Blues,0.2 4.3 5.6 12.10,82,7.6 9.7 14.9 18.11,119,L,-37,The Gabba,12009.0,12,10,18,11,Brisbane Bears,Carlton Blues,82,119,1995-04-23,-37,AWAY_WIN,0,12835,0.3333333333333333,0.2,88.33333333333333,87.8,109.33333333333333,103.0,1,7.0,1.0,0.6,126.0,109.2,60.666666666666664,82.0,3,8.0,0.3,0.7,0.0,10,-0.6666666666666667,-37.66666666666667,-0.39999999999999997,-21.400000000000006,week3_day1_v1
10315, Adelaide Crows ,4,1995-04-23,1995,H,west coast eagles,1.3 3.6 3.11 7.14,56,3.3 3.8 5.9 6.10,46,W,10,AAMI Stadium,42723.0,7,14,6,10, Adelaide Crows ,west coast eagles,56,46,1995-04-23,10,HOME_WIN,1,15703,1.0,0.8,98.66666666666667,90.6,56.666666666666664,67.0,3,7.0,0.6666666666666666,0.8,89.0,91.4,84.66666666666667,80.4,0,308.0,,,,0,0.33333333333333337,9.666666666666671,0.0,-0.8000000000000114,week3_day1_v1
14237,Richmond Tigers,4,1995-04-24,1995,H,North Melbourne Kangaroos,9.2 13.4 20.4 21.8,134,3.0 7.0 8.5 13.7,85,W,49,Melbourne Cricket Ground,62606.0,21,8,13,7,Richmond Tigers,North Melbourne Kangaroos,134,85,1995-04-24,49,HOME_WIN,1,11689,0.6666666666666666,0.6,93.33333333333333,99.6,108.33333333333333,102.2,2,15.0,0.6666666666666666,0.6,76.0,89.0,84.66666666666667,90.8,0,9.0,0.3125,0.6875,0.0,16,0.0,17.33333333333333,0.0,10.599999999999994,week3_day1_v1
11397,Collingwood Magpies,4,1995-04-25,1995,H,Essendon Bombers,6.1 7.3 14.7 17.9,111,6.4 9.7 11.11 16.15,111,D,0,Melbourne Cricket Ground,94825.0,17,9,16,15,Collingwood Magpies,Essendon Bombers,111,111,1995-04-25,0,DRAW,0,9453,0.0,0.0,79.0,75.8,99.0,101.0,0,10.0,1.0,0.8,100.33333333333333,87.8,67.33333333333333,75.8,4,8.0,0.47619047619047616,0.5238095238095238,0.0,21,-1.0,-21.33333333333333,-0.8,-12.0,week3_day1_v1
12608,Geelong Cats,5,1995-04-29,1995,H,Fitzroy Lions,6.1 14.4 20.9 28.13,181,4.4 8.5 9.10 13.14,92,W,89,GMHBA Stadium,19644.0,28,13,13,14,Geelong Cats,Fitzroy Lions,181,92,1995-04-29,89,HOME_WIN,1,10407,0.6666666666666666,0.6,92.33333333333333,89.8,88.0,102.0,0,8.0,0.0,0.0,72.66666666666667,65.0,120.66666666666667,120.6,0,7.0,0.5714285714285714,0.42857142857142855,0.0,14,0.6666666666666666,19.666666666666657,0.6,24.799999999999997,week3_day1_v1
15305,West Coast Eagles,5,1995-04-29,1995,H,Melbourne Demons,4.2 8.6 9.9 13.12,90,4.1 7.3 8.6 11.8,74,W,16,WACA,30294.0,13,12,11,8,West Coast Eagles,Melbourne Demons,90,74,1995-04-29,16,HOME_WIN,1,12525,1.0,1.0,97.33333333333333,110.4,64.66666666666667,61.8,7,14.0,0.0,0.0,83.0,74.8,102.33333333333333,102.2,0,6.0,0.5714285714285714,0.42857142857142855,0.0,14,1.0,14.333333333333329,1.0,35.60000000000001,week3_day1_v1
15694,W. Bulldogs,5,1995-04-29,1995,H,Fremantle Dockers,4.5 7.8 10.12 14.14,98,4.3 9.6 12.10 14.12,96,W,2,Western Oval,16800.0,14,14,14,12,W. Bulldogs,Fremantle Dockers,98,96,1995-04-29,2,HOME_WIN,1,12661,1.0,1.0,105.33333333333333,104.2,78.66666666666667,65.0,8,6.0,0.6666666666666666,0.5,99.0,95.5,81.33333333333333,83.5,2,8.0,,,,0,0.33333333333333337,6.333333333333329,0.5,8.700000000000003,week3_day1_v1
14238,Richmond Tigers,5,1995-04-29,1995,H,Brisbane Bears,3.5 7.8 13.12 17.14,116,4.4 7.6 11.7 14.12,96,W,20,Melbourne Cricket Ground,24379.0,17,14,14,12,Richmond Tigers,Brisbane Bears,116,96,1995-04-29,20,HOME_WIN,1,13004,1.0,0.8,106.33333333333333,108.6,79.66666666666667,95.8,3,5.0,0.3333333333333333,0.2,85.33333333333333,87.0,115.0,109.0,0,6.0,0.5,0.5,0.0,10,0.6666666666666667,21.0,0.6000000000000001,21.599999999999994,week3_day1_v1
13013,Hawthorn Hawks,5,1995-04-30,1995,H,Collingwood Magpies,2.5 3.7 9.8 14.12,96,2.2 3.7 3.8 4.13,37,W,59,Waverley Park,40715.0,14,12,4,13,Hawthorn Hawks,Collingwood Magpies,96,37,1995-04-30,59,HOME_WIN,1,10721,0.3333333333333333,0.4,70.33333333333333,85.8,68.33333333333333,77.8,1,8.0,0.16666666666666666,0.1,94.0,85.6,104.33333333333333,98.0,0,5.0,0.8,0.2,0.0,15,0.16666666666666666,-23.66666666666667,0.30000000000000004,0.20000000000000284,week3_day1_v1
13393,North Melbourne Kangaroos,5,1995-04-30,1995,H,Carlton Blues,2.1 3.4 3.8 7.8,50,1.7 4.11 9.12 12.12,84,L,-34,Melbourne Cricket Ground,42729.0,7,8,12,12,North Melbourne Kangaroos,Carlton Blues,50,84,1995-04-30,-34,AWAY_WIN,0,11008,0.3333333333333333,0.4,78.0,83.2,104.0,99.4,0,6.0,1.0,0.8,134.0,113.8,66.0,73.8,4,7.0,0.3076923076923077,0.6923076923076923,0.0,13,-0.6666666666666667,-56.0,-0.4,-30.599999999999994,week3_day1_v1
14997,	Sydney Swans,5,1995-04-30,1995,H,Adelaide Crows,1.4 5.13 9.15 20.24,144,5.7 7.10 12.14 12.15,87,W,57,Sydney Cricket Ground,15491.0,20,24,12,15,	Sydney Swans,Adelaide Crows,144,87,1995-04-30,57,HOME_WIN,1,12294,0.3333333333333333,0.4,72.0,81.0,114.66666666666667,115.6,0,1101.0,0.0,0.0,74.0,58.8,90.33333333333333,96.0,0,21.0,,,,0,0.3333333333333333,-2.0,0.4,22.200000000000003,week3_day1_v1
11791,	Essendon Bombers,5,1995-04-30,1995,H,St Kilda Saints,7.5 14.8 21.8 24.10,154,1.1 3.1 5.2 5.8,38,W,116,Princes Park,17930.0,24,10,5,8,	Essendon Bombers,St Kilda Saints,154,38,1995-04-30,116,HOME_WIN,1,9765,0.6666666666666666,0.6,113.33333333333333,105.0,64.66666666666667,82.4,1,287.0,0.0,0.2,55.0,76.0,97.66666666666667,103.2,0,8.0,,,,0,0.6666666666666666,58.33333333333333,0.39999999999999997,29.0,week3_day1_v1
10317, Adelaide Crows ,6,1995-05-05,1995,H,Melbourne Demons,3.2 5.4 8.8 11.11,77,2.1 3.5 7.7 10.9,69,W,8,AAMI Stadium,40406.0,11,11,10,9, Adelaide Crows ,Melbourne Demons,77,69,1995-05-05,8,HOME_WIN,1,13668,1.0,0.8,87.66666666666667,85.4,43.333333333333336,60.6,4,12.0,0.0,0.0,78.66666666666667,79.2,97.0,96.8,0,6.0,0.5,0.5,0.0,2,1.0,9.0,0.8,6.200000000000003,week3_day1_v1
14617,St Kilda Saints,6,1995-05-06,1995,H,Fitzroy Lions,3.3 6.6 9.11 10.13,73,1.4 7.6 8.8 12.12,84,L,-11,Waverley Park,15440.0,10,13,12,12,St Kilda Saints,Fitzroy Lions,73,84,1995-05-06,-11,AWAY_WIN,0,11994,0.0,0.0,44.666666666666664,55.6,117.33333333333333,113.6,0,6.0,0.0,0.0,84.66666666666667,69.6,139.33333333333334,131.0,0,7.0,0.5555555555555556,0.4444444444444444,0.0,18,0.0,-40.00000000000001,0.0,-13.999999999999993,week3_day1_v1
15695,W. Bulldogs,6,1995-05-06,1995,H,geelong cats,2.1 4.2 5.8 8.14,62,6.4 12.8 17.12 22.18,150,L,-88,Western Oval,20749.0,8,14,22,18,W. Bulldogs,geelong cats,62,150,1995-05-06,-88,AWAY_WIN,0,1586,1.0,1.0,101.0,106.4,87.0,73.2,9,7.0,0.0,0.2,101.33333333333333,109.2,141.0,129.2,0,986.0,1.0,0.0,0.0,2,1.0,-0.3333333333333286,0.8,-2.799999999999997,week3_day1_v1
11006,Carlton Blues,6,1995-05-06,1995,H,West Coast Eagles,5.2 7.5 12.8 13.12,90,0.2 6.4 7.6 10.7,67,W,23,Princes Park,24527.0,13,12,10,7,Carlton Blues,West Coast Eagles,90,67,1995-05-06,23,HOME_WIN,1,9145,1.0,1.0,120.33333333333333,116.2,64.0,62.8,5,6.0,1.0,1.0,87.0,105.0,64.33333333333333,66.2,8,7.0,0.4,0.6,0.0,10,0.0,33.33333333333333,0.0,11.200000000000003,week3_day1_v1
11399,Collingwood Magpies,6,1995-05-06,1995,H,Richmond Tigers,1.2 5.3 8.4 12.10,82,5.4 8.8 11.13 13.16,94,L,-12,Melbourne Cricket Ground,59954.0,12,10,13,16,Collingwood Magpies,Richmond Tigers,82,94,1995-05-06,-12,AWAY_WIN,0,9455,0.16666666666666666,0.1,81.0,77.0,109.66666666666667,100.8,0,6.0,1.0,0.8,115.0,106.0,83.33333333333333,101.2,4,7.0,0.75,0.25,0.0,16,-0.8333333333333334,-34.0,-0.7000000000000001,-29.0,week3_day1_v1
12222,Fremantle Dockers,6,1995-05-07,1995,H,Sydney Swans,6.0 8.4 16.9 25.13,163,6.3 11.5 13.8 16.9,105,W,58,WACA,22804.0,25,13,16,9,Fremantle Dockers,Sydney Swans,163,105,1995-05-07,58,HOME_WIN,1,10109,0.6666666666666666,0.4,103.66666666666667,95.6,83.66666666666667,86.4,0,8.0,0.3333333333333333,0.2,96.66666666666667,99.2,89.33333333333333,107.4,1,15.0,,,,0,0.3333333333333333,7.0,0.2,-3.6000000000000085,week3_day1_v1
13394,North Melbourne Kangaroos,6,1995-05-07,1995,H,Hawthorn Hawks,6.4 14.6 20.10 22.12,144,2.3 5.8 8.11 14.13,97,W,47,Melbourne Cricket Ground,32207.0,22,12,14,13,North Melbourne Kangaroos,Hawthorn Hawks,144,97,1995-05-07,47,HOME_WIN,1,11009,0.0,0.4,59.333333333333336,72.6,103.0,94.4,0,7.0,0.6666666666666666,0.6,78.66666666666667,86.8,49.0,62.4,2,7.0,0.14285714285714285,0.8095238095238095,0.047619047619047616,21,-0.6666666666666666,-19.333333333333336,-0.19999999999999996,-14.200000000000003,week3_day1_v1
11792,Essendon Bombers,6,1995-05-07,1995,H,brisbane bears,5.1 12.5 16.9 19.14,128,4.3 8.4 11.12 14.16,100,W,28,Princes Park,17646.0,19,14,14,16,Essendon Bombers,brisbane bears,128,100,1995-05-07,28,HOME_WIN,1,15685,0.8333333333333334,0.9,100.0,98.4,91.66666666666667,75.0,0,12.0,0.3333333333333333,0.2,88.33333333333333,79.6,133.66666666666666,136.4,1,337.0,,,,0,0.5,11.666666666666671,0.7,18.80000000000001,week3_day1_v1
14240,Richmond Tigers,7,1995-05-12,1995,H,Adelaide Crows,3.5 5.6 7.7 10.12,72,3.1 5.2 7.3 9.4,58,W,14,Melbourne Cricket Ground,38791.0,10,12,9,4,Richmond Tigers,Adelaide Crows,72,58,1995-05-12,14,HOME_WIN,1,168,1.0,1.0,114.66666666666667,105.8,87.66666666666667,83.4,5,6.0,0.0,0.0,87.33333333333333,68.6,116.33333333333333,106.6,0,12.0,0.0,1.0,0.0,3,1.0,27.333333333333343,1.0,37.2,week3_day1_v1
