id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,home_team,away_team,_home_score,_away_score,_date,match_margin,match_result,home_win,_match_key,home_win_rate_l3,home_win_rate_l5,home_score_for_avg_l3,home_score_for_avg_l5,home_score_against_avg_l3,home_score_against_avg_l5,home_win_streak,home_days_rest,away_win_rate_l3,away_win_rate_l5,away_score_for_avg_l3,away_score_for_avg_l5,away_score_against_avg_l3,away_score_against_avg_l5,away_win_streak,away_days_rest,h2h_home_win_rate,h2h_away_win_rate,h2h_draw_rate,h2h_meetings,form_diff_l3,score_form_diff_l3,form_diff_l5,score_form_diff_l5,feature_version
10034,W. Bulldogs,2,2018-04-01,2018,H,West Coast Eagles,3.3 3.6 5.13 9.16,70,3.5 9.9 12.10 18.13,121,L,-51,Marvel Stadium,22868.0,9,16,18,13,W. Bulldogs,West Coast Eagles,70,121,2018-04-01,-51,AWAY_WIN,0,442,0.3333333333333333,0.4,87.66666666666667,90.6,99.33333333333333,88.2,0,225.0,0.3333333333333333,0.4,81.33333333333333,80.8,103.66666666666667,95.0,0,7.0,0.5789473684210527,0.42105263157894735,0.0,19,0.0,6.333333333333343,0.0,9.799999999999997,week3_day1_v1
8841,Sydney Swans,2,2018-04-01,2018,H,Port Adelaide Power,2.4 6.6 8.10 10.11,71,1.2 4.4 11.7 14.10,94,L,-23,Sydney Cricket Ground,34636.0,10,11,14,10,Sydney Swans,Port Adelaide Power,71,94,2018-04-01,-23,AWAY_WIN,0,8099,0.6666666666666666,0.8,91.66666666666667,99.2,80.0,75.4,1,7.0,0.6666666666666666,0.8,107.0,103.0,52.666666666666664,61.6,1,8.0,0.782608695652174,0.21739130434782608,0.0,23,0.0,-15.333333333333329,0.0,-3.799999999999997,week3_day1_v1
4000,Geelong Cats,2,2018-04-02,2018,H,Hawthorn Hawks,5.1 8.2 12.7 18.9,117,5.3 11.8 14.13 17.16,118,L,-1,Melbourne Cricket Ground,73189.0,18,9,17,16,Geelong Cats,Hawthorn Hawks,117,118,2018-04-02,-1,AWAY_WIN,0,3975,0.3333333333333333,0.6,70.66666666666667,77.0,107.0,87.8,1,8.0,0.6666666666666666,0.6,90.0,90.0,78.0,83.2,2,9.0,0.4807692307692308,0.5192307692307693,0.0,52,-0.3333333333333333,-19.33333333333333,0.0,-13.0,week3_day1_v1
1609,Carlton Blues,3,2018-04-06,2018,H,Collingwood Magpies,3.2 3.4 7.8 11.10,76,4.0 9.4 13.4 16.4,100,L,-24,Melbourne Cricket Ground,68548.0,11,10,16,4,Carlton Blues,Collingwood Magpies,76,100,2018-04-06,-24,AWAY_WIN,0,1753,0.0,0.2,73.0,75.8,120.0,106.0,0,6.0,0.3333333333333333,0.2,81.66666666666667,75.0,93.0,89.4,0,6.0,0.5357142857142857,0.4642857142857143,0.0,56,-0.3333333333333333,-8.666666666666671,0.0,0.7999999999999972,week3_day1_v1
4348,Gold Coast Suns,3,2018-04-07,2018,H,Fremantle Dockers,2.1 6.4 9.7 10.8,68,4.5 5.10 10.13 13.18,96,L,-28,Optus Stadium,33388.0,10,8,13,18,Gold Coast Suns,Fremantle Dockers,68,96,2018-04-07,-28,AWAY_WIN,0,4266,0.6666666666666666,0.4,71.0,69.0,65.33333333333333,76.8,2,7.0,0.3333333333333333,0.2,86.0,69.6,102.33333333333333,121.0,1,7.0,0.25,0.75,0.0,8,0.3333333333333333,-15.0,0.2,-0.5999999999999943,week3_day1_v1
6447,Melbourne Demons,3,2018-04-07,2018,H,North Melbourne Kangaroos,3.2 9.7 12.13 18.15,123,5.3 8.4 10.6 13.8,86,W,37,Melbourne Cricket Ground,35518.0,18,15,13,8,Melbourne Demons,North Melbourne Kangaroos,123,86,2018-04-07,37,HOME_WIN,1,6071,0.3333333333333333,0.6,92.33333333333333,95.4,90.0,86.6,1,7.0,0.6666666666666666,0.4,88.0,86.2,59.0,84.0,1,8.0,0.36,0.64,0.0,50,-0.3333333333333333,4.333333333333329,0.19999999999999996,9.200000000000003,week3_day1_v1
7048,Port Adelaide Power,3,2018-04-07,2018,H,Brisbane Lions,4.6 7.7 14.8 14.13,97,4.0 9.6 11.8 14.8,92,W,5,Adelaide Oval,36363.0,14,13,14,8,Port Adelaide Power,Brisbane Lions,97,92,2018-04-07,5,HOME_WIN,1,6578,0.6666666666666666,0.8,93.33333333333333,102.2,69.66666666666667,61.6,2,6.0,0.0,0.2,78.33333333333333,93.6,112.33333333333333,105.0,0,7.0,0.5384615384615384,0.46153846153846156,0.0,26,0.6666666666666666,15.0,0.6000000000000001,8.600000000000009,week3_day1_v1
8233,St Kilda Saints,3,2018-04-07,2018,H,Adelaide Crows,2.6 3.9 4.12 7.13,55,3.2 5.7 11.10 15.14,104,L,-49,Marvel Stadium,19324.0,7,13,15,14,St Kilda Saints,Adelaide Crows,55,104,2018-04-07,-49,AWAY_WIN,0,7590,0.3333333333333333,0.4,77.0,86.0,99.66666666666667,94.6,0,8.0,0.3333333333333333,0.5,93.66666666666667,100.0,93.0,90.4,0,15.0,0.6,0.3333333333333333,0.06666666666666667,15,0.0,-16.66666666666667,-0.09999999999999998,-14.0,week3_day1_v1
8842,Sydney Swans,3,2018-04-07,2018,H,Greater Western Sydney Giants,3.4 7.4 12.5 16.7,103,2.5 5.10 7.13 12.15,87,W,16,Sydney Cricket Ground,34711.0,16,7,12,15,Sydney Swans,Greater Western Sydney Giants,103,87,2018-04-07,16,HOME_WIN,1,8100,0.3333333333333333,0.6,75.0,96.8,92.66666666666667,78.2,0,6.0,0.6666666666666666,0.6,98.33333333333333,93.6,77.66666666666667,75.0,2,7.0,0.625,0.375,0.0,8,-0.3333333333333333,-23.33333333333333,0.0,3.200000000000003,week3_day1_v1
10035,W. Bulldogs,3,2018-04-08,2018,H,Essendon Bombers,3.9 8.10 11.16 14.20,104,3.2 6.6 9.7 12.11,83,W,21,Marvel Stadium,40499.0,14,20,12,11,W. Bulldogs,Essendon Bombers,104,83,2018-04-08,21,HOME_WIN,1,443,0.0,0.4,68.66666666666667,88.6,107.33333333333333,95.0,0,7.0,0.6666666666666666,0.6,87.33333333333333,86.4,100.0,96.0,1,16.0,0.36363636363636365,0.5909090909090909,0.045454545454545456,22,-0.6666666666666666,-18.666666666666657,-0.19999999999999996,2.1999999999999886,week3_day1_v1
7636,Richmond Tigers,3,2018-04-08,2018,H,Hawthorn Hawks,5.3 8.7 12.11 15.12,102,2.4 5.6 7.8 13.11,89,W,13,Melbourne Cricket Ground,70701.0,15,12,13,11,Richmond Tigers,Hawthorn Hawks,102,89,2018-04-08,13,HOME_WIN,1,7081,0.6666666666666666,0.8,103.66666666666667,101.0,91.0,76.0,0,10.0,1.0,0.8,106.0,100.8,91.33333333333333,88.0,3,6.0,0.40476190476190477,0.5952380952380952,0.0,42,-0.33333333333333337,-2.3333333333333286,0.0,0.20000000000000284,week3_day1_v1
9442,West Coast Eagles,3,2018-04-08,2018,H,Geelong Cats,4.6 7.9 7.11 14.11,95,2.2 2.7 8.10 11.14,80,W,15,Optus Stadium,54535.0,14,11,11,14,West Coast Eagles,Geelong Cats,95,80,2018-04-08,15,HOME_WIN,1,8723,0.3333333333333333,0.4,88.33333333333333,85.0,103.33333333333333,92.4,1,7.0,0.3333333333333333,0.4,96.33333333333333,86.4,116.0,99.6,0,6.0,0.4864864864864865,0.4864864864864865,0.02702702702702703,37,0.0,-8.0,0.0,-1.4000000000000057,week3_day1_v1
422, Adelaide Crows ,4,2018-04-13,2018,H,Collingwood Magpies,1.1 3.2 6.3 9.4,58,5.2 8.5 11.9 16.10,106,L,-48,Adelaide Oval,45495.0,9,4,16,10, Adelaide Crows ,Collingwood Magpies,58,106,2018-04-13,-48,AWAY_WIN,0,13432,0.6666666666666666,0.6,104.66666666666667,95.6,88.33333333333333,79.2,1,15.0,0.3333333333333333,0.4,82.0,80.8,90.66666666666667,85.0,1,7.0,0.4666666666666667,0.5333333333333333,0.0,15,0.3333333333333333,22.66666666666667,0.19999999999999996,14.799999999999997,week3_day1_v1
10036,W. Bulldogs,4,2018-04-14,2018,H,Sydney Swans,5.3 7.7 9.10 11.13,79,4.0 6.3 10.4 13.8,86,L,-7,Marvel Stadium,28058.0,11,13,13,8,W. Bulldogs,Sydney Swans,79,86,2018-04-14,-7,AWAY_WIN,0,444,0.3333333333333333,0.4,84.33333333333333,87.4,100.0,100.4,1,6.0,0.6666666666666666,0.6,96.33333333333333,89.8,89.0,84.2,1,7.0,0.6666666666666666,0.2916666666666667,0.041666666666666664,24,-0.3333333333333333,-12.0,-0.19999999999999996,-2.3999999999999915,week3_day1_v1
4662,Greater Western Sydney Giants,4,2018-04-14,2018,H,Fremantle Dockers,1.5 5.9 8.14 11.16,82,3.1 5.2 5.6 7.9,51,W,31,"Manuka Oval
",11356.0,11,16,7,9,Greater Western Sydney Giants,Fremantle Dockers,82,51,2018-04-14,31,HOME_WIN,1,4532,0.6666666666666666,0.6,105.0,101.4,77.66666666666667,78.8,0,7.0,0.6666666666666666,0.4,87.33333333333333,81.0,89.33333333333333,106.0,2,7.0,0.5,0.5,0.0,6,0.0,17.66666666666667,0.19999999999999996,20.400000000000006,week3_day1_v1
5869,North Melbourne Kangaroos,4,2018-04-14,2018,H,Carlton Blues,4.5 9.6 14.7 18.8,116,1.0 3.3 3.4 4.6,30,W,86,Ninja Stadium,14266.0,18,8,4,6,North Melbourne Kangaroos,Carlton Blues,116,30,2018-04-14,86,HOME_WIN,1,5564,0.3333333333333333,0.4,73.33333333333333,85.6,73.66666666666667,85.4,0,7.0,0.0,0.2,79.33333333333333,74.4,107.33333333333333,106.0,0,8.0,0.6111111111111112,0.3888888888888889,0.0,36,0.3333333333333333,-6.0,0.2,11.199999999999989,week3_day1_v1
7637,Richmond Tigers,4,2018-04-14,2018,H,Brisbane Lions,5.5 8.10 11.12 16.14,110,0.2 0.4 1.4 2.5,17,W,93,Melbourne Cricket Ground,32870.0,16,14,2,5,Richmond Tigers,Brisbane Lions,110,17,2018-04-14,93,HOME_WIN,1,7082,0.6666666666666666,0.8,101.66666666666667,103.2,100.66666666666667,85.8,1,6.0,0.0,0.0,82.66666666666667,83.6,101.33333333333333,107.6,0,7.0,0.6521739130434783,0.34782608695652173,0.0,23,0.6666666666666666,19.0,0.8,19.60000000000001,week3_day1_v1
9443,West Coast Eagles,4,2018-04-14,2018,H,Gold Coast Suns,4.4 12.8 15.12 21.13,139,3.1 4.2 8.4 9.5,59,W,80,Optus Stadium,51774.0,21,13,9,5,West Coast Eagles,Gold Coast Suns,139,59,2018-04-14,80,HOME_WIN,1,8724,0.6666666666666666,0.6,100.66666666666667,92.0,88.33333333333333,92.2,2,6.0,0.6666666666666666,0.4,74.66666666666667,69.6,67.33333333333333,76.4,0,7.0,0.8333333333333334,0.0,0.16666666666666666,6,0.0,26.0,0.19999999999999996,22.400000000000006,week3_day1_v1
5275,Hawthorn Hawks,4,2018-04-15,2018,H,melbourne demons,3.5 7.5 11.7 18.7,115,5.5 5.9 5.11 6.12,48,W,67,Melbourne Cricket Ground,41973.0,18,7,6,12,Hawthorn Hawks,melbourne demons,115,48,2018-04-15,67,HOME_WIN,1,14481,0.6666666666666666,0.6,102.66666666666667,95.4,95.33333333333333,90.6,0,7.0,0.6666666666666666,0.6,95.66666666666667,90.6,75.66666666666667,75.2,0,253.0,0.3333333333333333,0.6666666666666666,0.0,6,0.0,7.0,0.0,4.800000000000011,week3_day1_v1
2811,Essendon Bombers,4,2018-04-15,2018,H,Port Adelaide Power,5.2 9.4 12.7 16.10,106,2.2 4.7 8.8 12.12,84,W,22,Marvel Stadium,30900.0,16,10,12,12,Essendon Bombers,Port Adelaide Power,106,84,2018-04-15,22,HOME_WIN,1,2888,0.3333333333333333,0.6,79.33333333333333,87.0,104.0,92.2,0,7.0,1.0,0.8,100.33333333333333,102.4,74.33333333333333,64.2,3,8.0,0.4583333333333333,0.5416666666666666,0.0,24,-0.6666666666666667,-21.0,-0.20000000000000007,-15.400000000000006,week3_day1_v1
4002,Geelong Cats,4,2018-04-15,2018,H,St Kilda Saints,4.3 8.6 13.8 15.13,103,1.4 3.7 5.8 7.14,56,W,47,GMHBA Stadium,27338.0,15,13,7,14,Geelong Cats,St Kilda Saints,103,56,2018-04-15,47,HOME_WIN,1,3977,0.3333333333333333,0.2,98.0,81.8,102.33333333333333,106.8,0,7.0,0.3333333333333333,0.4,68.33333333333333,82.6,93.66666666666667,96.2,0,8.0,0.6739130434782609,0.32608695652173914,0.0,46,0.0,29.66666666666667,-0.2,-0.7999999999999972,week3_day1_v1
8844,Sydney Swans,5,2018-04-20,2018,H,Adelaide Crows,3.3 6.6 8.9 10.15,75,4.9 8.10 9.12 12.13,85,L,-10,Sydney Cricket Ground,38017.0,10,15,12,13,Sydney Swans,Adelaide Crows,75,85,2018-04-20,-10,AWAY_WIN,0,8101,0.6666666666666666,0.6,86.66666666666667,82.8,86.66666666666667,88.8,2,6.0,0.3333333333333333,0.5,87.33333333333333,97.6,84.66666666666667,87.4,1,13.0,0.38461538461538464,0.6153846153846154,0.0,13,0.3333333333333333,-0.6666666666666572,0.09999999999999998,-14.799999999999997,week3_day1_v1
1611,Carlton Blues,5,2018-04-21,2018,H,West Coast Eagles,2.1 4.5 6.6 10.9,69,3.5 5.11 9.16 10.19,79,L,-10,Melbourne Cricket Ground,27900.0,10,9,10,19,Carlton Blues,West Coast Eagles,69,79,2018-04-21,-10,AWAY_WIN,0,1755,0.0,0.0,57.666666666666664,65.0,105.66666666666667,115.2,0,7.0,1.0,0.6,118.33333333333333,99.8,69.66666666666667,89.8,3,7.0,0.4411764705882353,0.5588235294117647,0.0,34,-1.0,-60.666666666666664,-0.6,-34.8,week3_day1_v1
3399,Fremantle Dockers,5,2018-04-21,2018,H,Western Bulldogs,4.0 6.3 12.6 16.12,108,1.2 3.3 4.4 8.6,54,W,54,Optus Stadium,43056.0,16,12,8,6,Fremantle Dockers,Western Bulldogs,108,54,2018-04-21,54,HOME_WIN,1,3443,0.6666666666666666,0.4,84.33333333333333,81.0,80.0,91.4,0,7.0,0.6666666666666666,0.4,78.66666666666667,64.6,94.66666666666667,95.2,0,27.0,0.7272727272727273,0.2727272727272727,0.0,11,0.0,5.666666666666657,0.0,16.400000000000006,week3_day1_v1
7050,Port Adelaide Power,5,2018-04-21,2018,H,Geelong Cats,1.2 4.4 7.5 7.8,50,3.2 5.7 8.10 12.12,84,L,-34,Adelaide Oval,45372.0,7,8,12,12,Port Adelaide Power,Geelong Cats,50,84,2018-04-21,-34,AWAY_WIN,0,6580,0.6666666666666666,0.6,91.66666666666667,92.2,89.66666666666667,81.4,0,6.0,0.3333333333333333,0.4,100.0,94.4,89.66666666666667,99.8,1,6.0,0.23076923076923078,0.7307692307692307,0.038461538461538464,26,0.3333333333333333,-8.333333333333329,0.19999999999999996,-2.200000000000003,week3_day1_v1
8235,St Kilda Saints,5,2018-04-21,2018,H,Greater Western Sydney Giants,2.2 5.8 6.12 10.13,73,2.5 4.9 7.15 9.19,73,D,0,Marvel Stadium,14956.0,10,13,9,19,St Kilda Saints,Greater Western Sydney Giants,73,73,2018-04-21,0,DRAW,0,7592,0.0,0.2,51.333333333333336,68.4,100.66666666666667,101.2,0,6.0,0.6666666666666666,0.6,88.0,92.8,77.66666666666667,77.4,1,7.0,0.5,0.5,0.0,6,-0.6666666666666666,-36.666666666666664,-0.39999999999999997,-24.39999999999999,week3_day1_v1
1010,Brisbane Lions,5,2018-04-22,2018,H,Gold Coast Suns,2.3 4.7 7.9 10.11,71,4.2 7.3 10.6 11.10,76,L,-5,The Gabba,16087.0,10,11,11,10,Brisbane Lions,Gold Coast Suns,71,76,2018-04-22,-5,AWAY_WIN,0,1179,0.0,0.0,61.0,68.8,102.33333333333333,108.8,0,8.0,0.3333333333333333,0.4,76.0,68.0,100.66666666666667,86.2,0,8.0,0.8,0.2,0.0,10,-0.3333333333333333,-15.0,-0.4,0.7999999999999972,week3_day1_v1
5870,North Melbourne Kangaroos,5,2018-04-22,2018,H,Hawthorn Hawks,7.5 11.9 12.11 14.14,98,2.0 3.0 9.2 11.4,70,W,28,Marvel Stadium,27981.0,14,14,11,4,North Melbourne Kangaroos,Hawthorn Hawks,98,70,2018-04-22,28,HOME_WIN,1,5565,0.6666666666666666,0.6,99.0,93.2,65.33333333333333,66.0,1,8.0,0.6666666666666666,0.8,107.33333333333333,104.4,89.0,84.8,1,7.0,0.39622641509433965,0.5849056603773585,0.018867924528301886,53,0.0,-8.333333333333329,-0.20000000000000007,-11.200000000000003,week3_day1_v1
6449,Melbourne Demons,5,2018-04-24,2018,H,Richmond Tigers,1.5 2.6 5.8 8.8,56,2.2 5.8 8.9 15.12,102,L,-46,Melbourne Cricket Ground,77071.0,8,8,15,12,Melbourne Demons,Richmond Tigers,56,102,2018-04-24,-46,AWAY_WIN,0,6073,0.6666666666666666,0.6,105.66666666666667,100.8,85.66666666666667,89.4,2,17.0,0.6666666666666666,0.8,98.0,104.6,74.66666666666667,75.8,2,10.0,0.48936170212765956,0.5106382978723404,0.0,47,0.0,7.666666666666671,-0.20000000000000007,-3.799999999999997,week3_day1_v1
2210,Collingwood Magpies,5,2018-04-25,2018,H,Essendon Bombers,4.4 6.9 8.14 14.17,101,3.3 4.4 4.8 7.10,52,W,49,Melbourne Cricket Ground,91440.0,14,17,7,10,Collingwood Magpies,Essendon Bombers,101,52,2018-04-25,49,HOME_WIN,1,2315,0.6666666666666666,0.6,95.0,90.2,76.33333333333333,82.6,2,12.0,0.6666666666666666,0.6,96.0,90.2,91.66666666666667,97.6,1,10.0,0.48214285714285715,0.5,0.017857142857142856,56,0.0,-1.0,0.0,0.0,week3_day1_v1
10038,W. Bulldogs,6,2018-04-27,2018,H,carlton blues,4.5 7.8 9.12 11.14,80,3.1 4.3 6.6 8.11,59,W,21,Marvel Stadium,33915.0,11,14,8,11,W. Bulldogs,carlton blues,80,59,2018-04-27,21,HOME_WIN,1,1220,0.3333333333333333,0.2,84.33333333333333,77.8,96.66666666666667,98.2,0,13.0,0.3333333333333333,0.4,73.33333333333333,80.8,86.66666666666667,96.2,0,306.0,0.6,0.4,0.0,5,0.0,11.0,-0.2,-3.0,week3_day1_v1
424, Adelaide Crows ,6,2018-04-28,2018,H,Gold Coast Suns,4.4 10.7 13.9 16.14,110,2.1 3.4 7.6 9.8,62,W,48,Adelaide Oval,44835.0,16,14,9,8, Adelaide Crows ,Gold Coast Suns,110,62,2018-04-28,48,HOME_WIN,1,13434,0.3333333333333333,0.6,78.66666666666667,91.2,98.66666666666667,83.8,0,15.0,0.3333333333333333,0.6,67.66666666666667,71.8,102.0,82.4,1,6.0,1.0,0.0,0.0,1,0.0,11.0,0.0,19.400000000000006,week3_day1_v1
4664,Greater Western Sydney Giants,6,2018-04-28,2018,H,brisbane lions,3.4 6.9 8.11 10.17,77,0.5 1.6 4.9 5.13,43,W,34,ENGIE Stadium,10046.0,10,17,5,13,Greater Western Sydney Giants,brisbane lions,77,43,2018-04-28,34,HOME_WIN,1,14394,0.5,0.7,80.66666666666667,94.0,75.66666666666667,71.4,0,7.0,0.6666666666666666,0.4,100.66666666666667,98.0,100.66666666666667,111.6,1,300.0,,,,0,-0.16666666666666663,-20.0,0.29999999999999993,-4.0,week3_day1_v1
4004,Geelong Cats,6,2018-04-28,2018,H,Sydney Swans,2.3 6.7 9.8 10.9,69,4.6 4.7 5.10 12.14,86,L,-17,GMHBA Stadium,31036.0,10,9,12,14,Geelong Cats,Sydney Swans,69,86,2018-04-28,-17,AWAY_WIN,0,3978,0.6666666666666666,0.6,89.0,96.2,67.0,82.6,2,7.0,0.6666666666666666,0.6,88.0,90.0,83.66666666666667,86.2,0,8.0,0.6153846153846154,0.38461538461538464,0.0,52,0.0,1.0,0.0,6.200000000000003,week3_day1_v1
5277,Hawthorn Hawks,6,2018-04-28,2018,H,St Kilda Saints,3.7 4.9 7.9 13.11,89,0.4 3.7 5.10 7.12,54,W,35,"UTAS Stadium
",15741.0,13,11,7,12,Hawthorn Hawks,St Kilda Saints,89,54,2018-04-28,35,HOME_WIN,1,5070,0.3333333333333333,0.6,91.33333333333333,98.6,82.66666666666667,86.4,0,6.0,0.16666666666666666,0.3,61.333333333333336,66.8,93.33333333333333,91.4,0,7.0,0.6944444444444444,0.2777777777777778,0.027777777777777776,36,0.16666666666666666,29.999999999999993,0.3,31.799999999999997,week3_day1_v1
5871,North Melbourne Kangaroos,6,2018-04-28,2018,H,Port Adelaide Power,2.1 4.5 6.7 10.9,69,4.5 8.6 12.8 15.12,102,L,-33,Marvel Stadium,17617.0,10,9,15,12,North Melbourne Kangaroos,Port Adelaide Power,69,102,2018-04-28,-33,AWAY_WIN,0,5566,0.6666666666666666,0.6,100.0,86.8,74.33333333333333,64.2,2,6.0,0.3333333333333333,0.6,77.0,87.0,94.0,82.6,0,7.0,0.6956521739130435,0.30434782608695654,0.0,23,0.3333333333333333,23.0,0.0,-0.20000000000000284,week3_day1_v1
2211,Collingwood Magpies,6,2018-04-29,2018,H,Richmond Tigers,2.2 5.7 7.9 10.10,70,3.4 4.9 8.14 16.17,113,L,-43,Melbourne Cricket Ground,72157.0,10,10,16,17,Collingwood Magpies,Richmond Tigers,70,113,2018-04-29,-43,AWAY_WIN,0,2316,1.0,0.6,102.33333333333333,90.6,62.0,76.4,3,4.0,1.0,0.8,104.66666666666667,103.4,54.0,75.0,3,5.0,0.5681818181818182,0.4318181818181818,0.0,44,0.0,-2.333333333333343,-0.20000000000000007,-12.800000000000011,week3_day1_v1
2813,Essendon Bombers,6,2018-04-29,2018,H,Melbourne Demons,2.3 5.7 6.9 10.12,72,1.3 4.7 11.10 16.12,108,L,-36,Marvel Stadium,35964.0,10,12,16,12,Essendon Bombers,Melbourne Demons,72,108,2018-04-29,-36,AWAY_WIN,0,2890,0.3333333333333333,0.4,80.33333333333333,79.2,96.33333333333333,99.4,0,4.0,0.6666666666666666,0.4,93.0,91.2,87.33333333333333,91.6,0,5.0,0.7045454545454546,0.29545454545454547,0.0,44,-0.3333333333333333,-12.666666666666671,0.0,-12.0,week3_day1_v1
3400,Fremantle Dockers,6,2018-04-29,2018,H,West Coast Eagles,4.3 5.4 9.7 12.9,81,1.1 6.6 10.7 13.11,89,L,-8,Optus Stadium,56521.0,12,9,13,11,Fremantle Dockers,West Coast Eagles,81,89,2018-04-29,-8,AWAY_WIN,0,3444,0.6666666666666666,0.6,85.0,84.2,68.0,80.8,1,8.0,1.0,0.8,104.33333333333333,104.0,69.33333333333333,78.6,4,8.0,0.4117647058823529,0.5882352941176471,0.0,34,-0.33333333333333337,-19.33333333333333,-0.20000000000000007,-19.799999999999997,week3_day1_v1
4005,Geelong Cats,7,2018-05-04,2018,H,Greater Western Sydney Giants,4.1 7.2 12.3 14.9,93,1.0 2.5 2.7 4.8,32,W,61,GMHBA Stadium,25079.0,14,9,4,8,Geelong Cats,Greater Western Sydney Giants,93,32,2018-05-04,61,HOME_WIN,1,3979,0.6666666666666666,0.4,85.33333333333333,90.6,64.0,81.0,0,6.0,0.8333333333333334,0.7,77.33333333333333,82.8,55.666666666666664,69.8,1,6.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,6,-0.16666666666666674,8.0,-0.29999999999999993,7.799999999999997,week3_day1_v1
425, Adelaide Crows ,7,2018-05-05,2018,H,Carlton Blues,7.2 9.3 15.8 19.11,125,2.1 6.4 7.8 10.10,70,W,55,Adelaide Oval,47422.0,19,11,10,10, Adelaide Crows ,Carlton Blues,125,70,2018-05-05,55,HOME_WIN,1,13435,0.6666666666666666,0.6,95.33333333333333,96.4,83.33333333333333,86.6,1,7.0,0.0,0.0,58.333333333333336,67.4,98.33333333333333,103.4,0,14.0,0.6666666666666666,0.3333333333333333,0.0,9,0.6666666666666666,36.99999999999999,0.6,29.0,week3_day1_v1
2814,Essendon Bombers,7,2018-05-05,2018,H,Hawthorn Hawks,4.2 5.5 5.6 10.7,67,2.4 4.4 10.7 13.12,90,L,-23,Melbourne Cricket Ground,53018.0,10,7,13,12,Essendon Bombers,Hawthorn Hawks,67,90,2018-05-05,-23,AWAY_WIN,0,2891,0.3333333333333333,0.4,76.66666666666667,82.4,97.66666666666667,96.8,0,6.0,0.6666666666666666,0.6,91.33333333333333,96.2,66.66666666666667,83.8,1,7.0,0.5319148936170213,0.46808510638297873,0.0,47,-0.3333333333333333,-14.666666666666657,-0.19999999999999996,-13.799999999999997,week3_day1_v1
10039,W. Bulldogs,7,2018-05-05,2018,H,Gold Coast Suns,1.2 5.5 8.7 11.15,81,2.6 5.9 8.10 10.12,72,W,9,Mars Stadium,6833.0,11,15,10,12,W. Bulldogs,Gold Coast Suns,81,72,2018-05-05,9,HOME_WIN,1,446,0.6666666666666666,0.4,87.66666666666667,82.4,76.0,89.0,1,8.0,0.3333333333333333,0.4,65.66666666666667,73.2,106.66666666666667,96.6,0,7.0,1.0,0.0,0.0,6,0.3333333333333333,22.0,0.0,9.200000000000003,week3_day1_v1
8846,	Sydney Swans,7,2018-05-05,2018,H,North Melbourne Kangaroos,2.1 4.4 6.8 9.12,66,3.3 5.5 7.10 9.14,68,L,-2,Sydney Cricket Ground,29124.0,9,12,9,14,	Sydney Swans,North Melbourne Kangaroos,66,68,2018-05-05,-2,AWAY_WIN,0,8130,0.3333333333333333,0.4,94.66666666666667,87.4,79.66666666666667,82.8,1,363.0,0.6666666666666666,0.6,94.33333333333333,92.8,67.33333333333333,73.6,0,7.0,0.5,0.5,0.0,2,-0.3333333333333333,0.3333333333333428,-0.19999999999999996,-5.3999999999999915,week3_day1_v1
9446,West Coast Eagles,7,2018-05-05,2018,H,Port Adelaide Power,4.1 9.3 13.4 16.6,102,2.1 3.2 8.2 9.6,60,W,42,Optus Stadium,50516.0,16,6,9,6,West Coast Eagles,Port Adelaide Power,102,60,2018-05-05,42,HOME_WIN,1,8727,1.0,1.0,102.33333333333333,104.6,69.66666666666667,71.8,5,6.0,0.3333333333333333,0.6,78.66666666666667,85.4,86.33333333333333,84.4,1,7.0,0.38461538461538464,0.6153846153846154,0.0,26,0.6666666666666667,23.666666666666657,0.4,19.19999999999999,week3_day1_v1
1012,Brisbane Lions,7,2018-05-06,2018,H,collingwood magpies,3.0 10.0 14.2 18.6,114,4.2 10.3 15.4 19.7,121,L,-7,The Gabba,21850.0,18,6,19,7,Brisbane Lions,collingwood magpies,114,121,2018-05-06,-7,AWAY_WIN,0,13847,0.0,0.0,60.0,67.2,94.33333333333333,98.0,0,14.0,1.0,0.6,116.0,95.8,79.0,91.0,3,394.0,0.7142857142857143,0.2857142857142857,0.0,7,-1.0,-56.0,-0.6,-28.599999999999994,week3_day1_v1
7640,Richmond Tigers,7,2018-05-06,2018,H,Fremantle Dockers,4.5 7.11 7.16 15.20,110,1.1 1.3 4.8 4.9,33,W,77,Melbourne Cricket Ground,43240.0,15,20,4,9,Richmond Tigers,Fremantle Dockers,110,33,2018-05-06,77,HOME_WIN,1,7085,1.0,0.8,108.33333333333333,101.8,47.666666666666664,70.0,4,7.0,0.3333333333333333,0.6,80.0,88.4,75.0,76.6,0,7.0,0.6129032258064516,0.3870967741935484,0.0,31,0.6666666666666667,28.33333333333333,0.20000000000000007,13.399999999999991,week3_day1_v1
