_player_key,total_disposals
44673,10502.0
45577,9267.0
45576,8815.0
43262,8686.0
43406,8620.0
45380,8571.0
44892,8489.0
44508,8335.0
45957,8016.0
43674,7995.0
44927,7955.0
44585,7791.0
44553,7733.0
44066,7483.0
45359,7332.0
44279,7229.0
43903,7215.0
44215,7164.0
45465,7088.0
43428,7064.0
